#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Stone Brick Block Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
metal_rusty_block|Rusty Metal Block|columnia||lib_materials_metal_rusty_block.png|lib_materials_metal_rusty_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_silver_block|Silver Block|technic||lib_materials_metal_silver_block.png|lib_materials_metal_silver_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_silver2_block|Silver2 Block|||lib_materials_metal_silver2_block.png|lib_materials_metal_silver2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_silver_german_block|Silver German Block|||lib_materials_metal_silver_german_block.png|lib_materials_metal_silver_german_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=4,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 4,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_silver_sterling_block|Silver Sterling Block|||lib_materials_metal_silver_sterling_block.png|lib_materials_metal_silver_sterling_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_steel_block|Steel Block|default|steelblock|lib_materials_metal_steel_block.png|lib_materials_metal_steel_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_steel2_block|Steel2 Block|||lib_materials_metal_steel2_block.png|lib_materials_metal_steel2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=4,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 4,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_steel_black_block|Steel Black Block|||lib_materials_metal_steel_black_block.png|lib_materials_metal_steel_black_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=5,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 5,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_steel_carbon_block|Carbon Steel Block|technic||lib_materials_metal_steel_carbon_block.png|lib_materials_metal_steel_carbon_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_steel_stainless_block|Stainless Steel Block|technic||lib_materials_metal_steel_stainless_block.png|lib_materials_metal_steel_stainless_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_steal_stainless2_block|Stainless Steel2 Block|technic||lib_materials_metal_steel_stainless2_block.png|lib_materials_metal_steel_stainless2_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_tin_block|Tin Block|default|tinblock|lib_materials_metal_tin_block.png|lib_materials_metal_tin_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_tin2_block|Tin2 Block|||lib_materials_metal_tin2_block.png|lib_materials_metal_tin2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=0,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 0,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_tumbaga_block|Tumbaga Block|||lib_materials_metal_tumbaga_block.png|lib_materials_metal_tumbaga_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=2,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 2,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
metal_uranium_block|Uranium Block|||lib_materials_metal_uranium_block.png|lib_materials_metal_uranium_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_zinc_block|Zinc Block|||lib_materials_metal_zinc_block.png|lib_materials_metal_zinc_block.png||||||||||||||TRUE||cracky=1,level=2|cracky 1,level 2|||metal|1||||||2|||||||||||||||||||||||||||||||||||||||
metal_zinc2_block|Zinc2 Block|||lib_materials_metal_zinc2_block.png|lib_materials_metal_zinc2_block.png||||||||||||||FALSE||snappy=1,bendy=2,cracky=2,melty=2,level=0,drop_on_dig=1|snappy 1,bendy 2,cracky 2,melty 2,level 0,drop_on_dig 1|||metal||||||||||||||||||||||||||||||||||||||||||||||
mineral_amethyst_crystal_block|Amethyst Crystal Block|||lib_materials_mineral_amethyst_crystal_block.png||glasslike_framed|light||||||||TRUE||160||||snappy=2,cracky=3|snappy 2,cracky 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_coal_block|Coal Block|default|coalblock|lib_materials_mineral_coal_block.png|lib_materials_mineral_coal_block.png||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
mineral_diamond_block|Diamond Block|default|diamondblock|lib_materials_mineral_diamond_block.png|lib_materials_mineral_diamond_block.png||||||||||||||TRUE||cracky=1,level=3|cracky 1,level 3|||glass|1||||||3|||||||||||||||||||||||||||||||||||||||
mineral_emerald_crystal_block|Emerald Crystal Block|||lib_materials_mineral_emerald_crystal_block.png||glasslike_framed|light||||||||TRUE||160||||snappy=2,cracky=3|snappy 2,cracky 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_mese_block|Mese Block|default|mese|lib_materials_mineral_mese_block.png|lib_materials_mineral_mese_block.png||||||||||||||TRUE||cracky=1,level=3|cracky 1,level 3|||metal|1||||||3|||||||||||||||||||||||||||||||||||||||
mineral_mese_crystal_block|Mese Crystal Block|||lib_materials_mineral_mese_crystal_block.png||glasslike_framed|light||||||||TRUE||160||||snappy=2,cracky=3|snappy 2,cracky 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_quartz_block|Quartz Block|||lib_materials_mineral_quartz_block_top.png|lib_materials_mineral_quartz_block_top.png||||||||||||144||TRUE||snappy=1,bendy=2,cracky=1,level=2|snappy 1,bendy 2,cracky 1,level 2|||glass|1|||1|2|||||||||||||||||||||||||||||||||||||||||
mineral_quartz_chiseled|Chisled Quartz|||lib_materials_mineral_quartz_chiseled_top.png|lib_materials_mineral_quartz_chiseled_top.png||||||||||||160||TRUE||snappy=1,bendy=2,cracky=1,level=2|snappy 1,bendy 2,cracky 1,level 2|||glass|1|||1|2|||||||||||||||||||||||||||||||||||||||||
mineral_quartz_pillar|Quartz Pillar|||lib_materials_mineral_quartz_pillar_top.png|lib_materials_mineral_quartz_pillar_top.png||||||||||||160||TRUE||snappy=1,bendy=2,cracky=1,level=2|snappy 1,bendy 2,cracky 1,level 2|||glass|1|||1|2|||||||||||||||||||||||||||||||||||||||||
mineral_ruby_crystal_block|Ruby Crystal Block|||lib_materials_mineral_ruby_crystal_block.png||glasslike_framed|light||||||||TRUE||160||||snappy=2,cracky=3|snappy 2,cracky 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_salt_block|Salt Block|||lib_materials_mineral_salt_block.png|lib_materials_mineral_salt_block.png|glasslike|||||||||TRUE||||TRUE||stone=1,crumbly=2|stone 1,crumbly 2|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_salt_crystal_block|Salt Block|||lib_materials_mineral_salt_crystal_block.png|lib_materials_mineral_salt_crystal_block.png|glasslike|||||||||TRUE||||TRUE||stone=1,crumbly=2|stone 1,crumbly 2|||glass||||||||||||||||||||||||||||||||||||||||||||||
mineral_saphire_crystal_block|Saphire Crystal Block|||lib_materials_mineral_saphire_crystal_block.png||glasslike_framed|light||||||||TRUE||160||||snappy=2,cracky=3|snappy 2,cracky 3|||glass||||||||||||||||||||||||||||||||||||||||||||||
ore_peat|Peat Ore|||lib_materials_ore_peat.png|||||||||||||||TRUE||crumbly=2|crumbly 2|||dirt||||||||||||||||||||||||||||||||||||||||||||||
ore_amethyst|Amethyst Ore|||lib_materials_ore_amethyst.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_emerald|Emerald Ore|||lib_materials_ore_emerald.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_ruby|Ruby Ore|||lib_materials_ore_ruby.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_saphire|Saphire Ore|||lib_materials_ore_saphire.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_quartz_with_gold|Quartz with Gold|aotearoa|quartz_with_gold|lib_materials_ore_quartz_with_gold.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_gold_lump|stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_desert_with_iron|Desrt Stone with Iron|darkage||lib_materials_stone_desert_default.png^lib_materials_ore_iron.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_mudstone_with_coal_anthracite|Mudstone with Anthracite Coal|rocks||lib_materials_stone_mudstone.png^lib_materials_ore_coal_anthracite.png|||||||||||||||TRUE||crumbly=3|crumbly 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_mudstone_with_coal_black|Mudstone with Black Coal|rocks||lib_materials_stone_mudstone.png^lib_materials_ore_coal.png|||||||||||||||TRUE||crumbly=3|crumbly 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_mudstone_with_coal_lignite|Mudstone with Lignite Coal|rocks||lib_materials_stone_mudstone.png^lib_materials_ore_coal_lignite.png|||||||||||||||TRUE||crumbly=3|crumbly 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_pegmatite_with_cassiterite|Pegmatite with Cassiterite|rocks||lib_materials_stone_pegmatite.png^lib_materials_ore_cassiterite.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_chalcopyrite|Skarn with Chalcopyrite|rocks||lib_materials_stone_skarn.png^lib_materials_ore_chalcopyrite.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_galena|Skarn with Galena|rocks||lib_materials_stone_skarn.png^lib_materials_ore_galena.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_magnesite|Skarn with Magnesite|rocks||lib_materials_stone_skarn.png^lib_materials_ore_magnesite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_magnetite|Skarn with Magnetite|rocks||lib_materials_stone_skarn.png^lib_materials_ore_magnetite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_malachyte|Skarn Malachyte|rocks||lib_materials_stone_skarn.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_skarn_with_sphalerite|Skarn with Sphalerite|rocks||lib_materials_stone_skarn.png^lib_materials_ore_sphalerite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_aluminum|Stone with Aluminum|||lib_materials_stone_default.png^lib_materials_ore_aluminum.png|lib_materials_metal_aluminum_lump.png||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_aluminum_lump|stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_anthracite|Stone with Anthracite|||lib_materials_stone_default.png^lib_materials_ore_anthracite.png|lib_materials_mineral_coal_lump.png||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_bauxite|Stone with Bauxite|||lib_materials_stone_default.png^lib_materials_ore_bauxite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_bismuthinite|Stone with Bismuthinite|||lib_materials_stone_default.png^lib_materials_ore_bismuthinite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_bituminous_coal|Stone with Bituminous Coal|||lib_materials_stone_default.png^lib_materials_ore_bituminous_coal.png|lib_materials_mineral_coal_lump.png||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_cassiterite|Stone with Cassiterite|||lib_materials_stone_default.png^lib_materials_ore_cassiterite2.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_cavorite|Stone with Cavorite|||lib_materials_stone_default.png^lib_materials_ore_cavorite.png|lib_materials_mineral_cavorite_lump.png||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_chromium|Stone with Chromium|technic||lib_materials_stone_default.png^lib_materials_ore_chromium.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_cinnabar|Stone with Cinnabar|||lib_materials_stone_default.png^lib_materials_ore_cinnabar.png|lib_materials_mineral_cinnabar_lump.png||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_coal|Stone with Coal|default|stone_with_coal|lib_materials_stone_default.png^lib_materials_ore_coal.png|lib_materials_mineral_coal_lump.png||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_copper|Stone with Copper|default|stone_with_copper|lib_materials_stone_default.png^lib_materials_ore_copper.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_copper_lump|stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_cryolite|Stone with Cryolite|||lib_materials_stone_default.png^lib_materials_ore_cryolite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_diamond|Stone with Diamond|default|stone_with_diamond|lib_materials_stone_default.png^lib_materials_ore_diamond.png|||||||||||||||TRUE||cracky=1|cracky 1|||stone|1|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_galena|Stone with Galena|||lib_materials_stone_default.png^lib_materials_ore_galena2.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_garnierite|Stone with Garnierite|||lib_materials_stone_default.png^lib_materials_ore_garnierite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_gold|Stone with Gold|default|stone_with_gold|lib_materials_stone_default.png^lib_materials_ore_gold.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_gold_lump|stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_graphite|Stone with Graphite|||lib_materials_stone_default.png^lib_materials_ore_graphite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_gypsum|Stone with Gypsum|||lib_materials_stone_default.png^lib_materials_ore_gypsum.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_hematite|Stone with Hematite|||lib_materials_stone_default.png^lib_materials_ore_hematite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_iron|Stone with Iron|default|stone_with_iron|lib_materials_stone_default.png^lib_materials_ore_iron.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_iron_lump|stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_jet|Stone with Jet|||lib_materials_stone_default.png^lib_materials_ore_jet.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_kaolinite|Stone with Kaolinite|||lib_materials_stone_default.png^lib_materials_ore_kaolinite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_kimberlite|Stone with Kimberlite|||lib_materials_stone_default.png^lib_materials_ore_kimberlite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_lazurite|Stone with Lazurite|||lib_materials_stone_default.png^lib_materials_ore_lazurite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_lead|Stone with Lead|technic||lib_materials_stone_default.png^lib_materials_ore_lead.png|lib_materials_metal_lead_lump.png||||||||||||||TRUE||cracky=3|cracky 3||lib_materials:metal_lead_lump|stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_lignite|Stone with Lignite|||lib_materials_stone_default.png^lib_materials_ore_lignite.png|lib_materials_mineral_coal_lump.png||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_limonite|Stone with Limonite|||lib_materials_stone_default.png^lib_materials_ore_limonite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_magnetite|Stone with Magnetite|||lib_materials_stone_default.png^lib_materials_ore_magnetite2.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_malachite|Stone with Malachite|||lib_materials_stone_default.png^lib_materials_ore_malachite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_mese|Stone with Mese|default|stone_with_mese|lib_materials_stone_default.png^lib_materials_ore_mese.png|||||||||||||||TRUE||cracky=1|cracky 1|||stone|1|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_native_copper|Stone with Native Copper|||lib_materials_stone_default.png^lib_materials_ore_native_copper.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_native_gold|Stone with Native Gold|||lib_materials_stone_default.png^lib_materials_ore_native_gold.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_native_silver|Stone with Native Silver|||lib_materials_stone_default.png^lib_materials_ore_native_silver.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_olivine|Stone with Olivine|||lib_materials_stone_default.png^lib_materials_ore_olivine.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_petrified_wood|Stone with Petrified Wood|||lib_materials_stone_default.png^lib_materials_ore_petrified_wood.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_pitchblende|Stone with Pitchblende|||lib_materials_stone_default.png^lib_materials_ore_pitchblende.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_platinum|Stone with Platinum|||lib_materials_stone_default.png^lib_materials_ore_platinum.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_pyrite|Stone with Pyrite|||lib_materials_stone_default.png^lib_materials_ore_pyrite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_quartz|Stone with Quartz|||lib_materials_stone_default.png^lib_materials_ore_quartz.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_saltpeter|Stone with Saltpeter|||lib_materials_stone_default.png^lib_materials_ore_saltpeter.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_satin_spar|Stone with Satin Spar|||lib_materials_stone_default.png^lib_materials_ore_satin_spar.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_selenite|Stone with Selenite|||lib_materials_stone_default.png^lib_materials_ore_selenite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_serpentine|Stone with Serpentine|||lib_materials_stone_default.png^lib_materials_ore_serpentine.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_silex|Stone with Silex|||lib_materials_stone_default.png^lib_materials_ore_silex.png|||||||||||||||TRUE||cracky=3|cracky 3|||stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_silicon|Stone with Silicon|||lib_materials_stone_default.png^lib_materials_ore_silicon.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_silver|Stone with Silver|technic||lib_materials_stone_default.png^lib_materials_ore_silver.png|||||||||||||||TRUE||cracky=3|cracky 3||lib_materials:metal_slver_lump|stone|3|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_sphalerite|Stone with Sphalerite|||lib_materials_stone_default.png^lib_materials_ore_sphalerite2.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_sulfur|Stone with Sulfur|||lib_materials_stone_default.png^lib_materials_ore_sulfur.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_sulfur2|Stone with Sulfur2|||lib_materials_stone_default.png^lib_materials_ore_sulfur2.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_sylvite|Stone with Sylvite|||lib_materials_stone_default.png^lib_materials_ore_sylvite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_tenorite|Stone with Tenorite|||lib_materials_stone_default.png^lib_materials_ore_tenorite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_tetrahedrite|Stone with Tetrahedrite|||lib_materials_stone_default.png^lib_materials_ore_tetrahedrite.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_tin|Stone with Tin|default|stone_with_tin|lib_materials_stone_default.png^lib_materials_ore_tin.png|||||||||||||||TRUE||cracky=2|cracky 2||lib_materials:metal_tin_lump|stone|2|||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_uranium|Stone with Uranium|||lib_materials_stone_default.png^lib_materials_ore_uranium.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
ore_stone_with_zinc|Stone wtih Zinc|||lib_materials_stone_default.png^lib_materials_ore_zinc.png|||||||||||||||TRUE||cracky=2|cracky 2|||stone||||||||||||||||||||||||||||||||||||||||||||||
##     Mud and Quicksand Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
mud_mangrove|Mangrove Mud|australia|mangrove_mud|aus_mangrove_mud.png|||||||||||||||TRUE||crumbly=2,soil=1|crumbly 2,soil 1|||dirt||2||||||||||||||||1||||||||||||||||||||||||||||
mud_sinking|Sinking Mud|aotearoa|sinking_mud|lib_materials_dirt_mud_02.png||||||FALSE||||TRUE|||||TRUE||crumbly=3|crumbly 3|||dirt||3||||||||||||||||||||||||||||||||||||||||||||
mud_wet|Wet Mud|||lib_materials_dirt_mud_01.png||||||FALSE|||||||||TRUE||crumbly=2,mud=1,liquid=3,disable_jump=1|crumbly 2,mud 1,liquid 3,disable_jump 1|||dirt||2||||||||||||||||||1|||3||||||||||1||||||||||r=115,g=61,b=31,a=255|||
quicksand|Quicksand|||lib_materials_sand_default.png||||||FALSE|||||||||TRUE||crumbly=2,quicksand=1,liquid=3,disable_jump=1|crumbly 2,quicksand 1,liquid 3,disable_jump 1|||dirt||2||||||||||||||||||1||||||3|||||||1||||||||fluid_quicksand_source|fluid_quicksand_flowing|r=230,g=210,b=160,a=245|||
#Node_Name|Description|Alias_Mod|Alias_Node|Tile_String|Particle_Img|Draw_Type|Param_Type|ParamType2|LightSource|Walkable|Pointable|Climbable|Diggable|Buildable|Use_Alpha|Alpha|Sun_Prop|Damage_Per_Second|Grnd_Cnt|Legacy|Groups|Groups2|Max_Drops|Drops|Sounds|Group_Cracky|Group_Crumbly|Group_Choppy|Group_Snappy|Group_Bendy|Group_Oddly_Breakable_by_Hand|Group_Level|Group_Stone|Group_Sand|Group_Glass|Group_Ore|Group_Metal|Group_Mineral|Group_Ice|Group_Snowy|Group_Dirt|Group_Grass|Group_Soil|Group_BakedClay|Group_Liquid|Group_Lava|Group_Igniter|Group_Mud|Group_Oil|Group_Flammable|Group_Quicksand|Group_Water|Group_Puts_Out_Fire|Group_Cools_Lava|Group_Falling_Node|Group_Not_In_Creative_Inventory|Group_Drown|Group_Disable_Jump|Group_Mohs|Group_RockType|Grp_MatType|LiquidType|LiquidViscosity|LiquidRange|LiquidRenew|LiquidAltSource|LiquidAltFlow|PostEffectColor|vframe_asp_w|vframe_asp_h|vframe_len
##     Liquids (Lava, Water, Oil) Nodes     ##|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
